id;company_id;salary;fname;lname
692,Tildy,Iltchev,32758,575
2922,Herminia,Bednell,22670,360
4791,Cris,Avrahamy,73999,520
1135,Duky,Libreros,52608,382
2558,Valeria,Whinray,36751,650
4236,Dru,Huban,93545,966
4750,Theodore,Garnsworthy,19077,34
3380,Lorain,Folshom,13344,300
2228,Ivar,Tiron,44620,312
1867,Ilario,Chilton,13052,576
4906,Pier,Ubsdell,28759,476
124,Fleming,Meaker,21248,986
2684,Maurizio,Alyokhin,89854,697
4629,Bartholemy,Mowne,79942,447
3727,Ursuline,Phinn,72647,55
268,Shaina,Crilly,84975,764
370,Mireielle,Leethem,94643,700
2632,Denys,Comini,26030,602
4524,Quintin,Tourle,69345,740
3022,Wes,Greening,97810,597
3127,Cal,Gorry,97261,58
414,Lorraine,Haylor,78361,750
3490,Ross,Scoullar,24277,246
2122,Karina,Saundercock,96013,749
424,Shurlock,Andryushchenko,35921,866
2653,Liane,Pinchback,68952,122
1667,Shawna,Flowers,23363,269
2818,Garreth,Woodyatt,79420,14
2547,Ernesto,Orhtmann,96904,459
3266,Pincus,Adger,23334,126
1208,Naoma,Gravell,49295,751
2395,Flori,Beeby,11776,387
811,Jamal,Fishley,62405,119
2644,Hieronymus,Bucknall,36901,721
2220,Mort,Rolin,18354,956
512,Orrin,Lupton,88653,2
4025,Garek,Cartlidge,50670,385
899,Martynne,Latan,27088,665
425,Anissa,Chesterman,70428,524
4559,Bartholomew,Batha,17539,634
2831,Cort,Christaeas,31109,560
4381,Kayla,Garz,77404,82
4789,Davis,Quarles,17733,416
4437,Bonita,Choke,61596,442
1709,Jordon,Izhak,46715,255
4755,Mignonne,Aguilar,91547,47
768,Weston,Figin,41966,718
4545,Camala,Ganter,54879,593
1681,Austin,Colbron,41515,105
4515,Carlotta,Ell,43568,973
1438,Issiah,Slimme,67373,94
4929,Nerta,Gissop,32893,343
3776,Gabey,Busswell,81420,983
3573,Rutherford,Junifer,54339,883
3579,Stuart,Signori,51760,344
1455,Randell,Rawcliff,32414,13
1259,Jackie,Chadband,77271,212
3662,Harland,Oxenden,25121,441
1531,Chaim,Plak,80160,208
1514,Lancelot,Roisen,24638,299
2887,Dory,Barneveld,48139,616
2444,Fanni,Nowland,37992,1
1032,Adolpho,Stonuary,60020,918
4806,Alfi,Lovering,18287,260
1220,Ronalda,Leppingwell,98283,674
4657,Krishna,Bratton,35033,606
387,Phillip,Lambdean,10138,556
4795,Shari,Jentin,21648,886
1269,Maximilian,Geistmann,97091,586
2140,Georgie,Barhams,15175,293
1414,Delila,Oty,33747,609
4339,Mayer,Fedorski,88281,755
2171,Silvanus,Martinson,31393,640
62,Cara,Carah,45454,483
2664,Blake,Adamik,81647,479
3318,Shae,Joe,39892,290
3391,Khalil,Ruusa,44646,431
2573,Chrissy,McSperrin,12981,357
3427,Yance,Truckett,45292,122
3714,Ravid,Pinnere,42807,411
2613,Trevar,Castane,95469,614
4288,Parrnell,Yackiminie,43956,646
190,Berti,Kitchinghan,23786,976
960,Modesta,Lovemore,72750,849
3839,Frederik,Caines,31600,796
4077,Dorey,Handslip,57918,746
613,Felicity,Cubbini,81732,624
485,Odo,Spittal,84228,406
3060,Karina,Healeas,25997,308
2505,Giana,Wortt,66022,628
4009,Felipa,Postians,15797,281
2994,Tiff,Schimaschke,80135,628
133,Gisella,Nisby,75126,641
2401,Hattie,Falco,78185,365
618,Adan,Sangwine,25828,218
1060,Reider,Passfield,41673,192
2146,Berta,McKinstry,60933,902
4472,Corie,Rhodus,55948,588
2525,Junie,Kitcatt,18836,979
4054,Guthry,Guerrazzi,12804,702
2466,Willy,Carp,99560,726
35,Audre,Faustian,14982,46
3811,Madelaine,McGreay,37625,700
1092,Quintana,Scholz,53746,933
4774,Blanch,Kingsbury,67265,23
3803,Gerta,Lindenman,12434,195
2937,Veronique,Brameld,23591,126
3733,Eva,Do,93102,575
606,Garald,Hearnes,19594,761
4162,Alanah,Bartlomiej,43722,651
4528,Wesley,Winckles,89742,566
3925,Marylinda,Landor,94135,179
2714,Blayne,Lillico,14801,842
1836,Dynah,Haxbie,82344,720
556,Anabella,Mabey,46681,82
1148,Cchaddie,Kinge,58582,978
4850,Jessalyn,Cowill,74802,328
1024,Tracee,Crosson,34973,936
4986,Sayres,Simkovitz,87637,283
4211,Doti,Cattermull,47012,930
3772,Desirae,Unwin,79679,570
1305,Todd,Okie,58794,433
3167,Merwyn,Crips,62565,242
1841,Hildy,Nulty,56947,713
499,Carmita,Tussaine,76482,935
4294,Joan,Braniff,56682,738
4229,Adelaida,Skully,38898,414
4450,Lyndy,Schulkins,19890,316
176,Steffie,Lippiett,92994,509
3593,Filbert,Bernardino,24764,629
473,Siegfried,Easdon,48224,695
1376,Jeffrey,Beagen,47737,670
78,Jamill,Wybrow,58024,554
763,Melantha,Cleef,34695,532
1819,Bird,Messruther,95139,306
4615,Timmie,Towse,18786,284
3390,Jabez,Cleft,83860,632
3402,Rip,Pideon,25244,142
4653,Rita,Brimicombe,83131,394
3247,Salaidh,Rulten,83757,649
1635,Illa,Carlan,48320,370
1250,Parsifal,Caygill,11234,344
962,Kendrick,Ovill,41817,672
737,Mahmud,Nacey,46105,690
563,Ewart,Schops,77359,694
68,Derril,Fardy,92421,438
2859,Lana,Denton,15640,256
1512,Mandel,Crownshaw,38695,206
1329,Gard,Heimes,22209,754
3401,Reginauld,Kenningham,91959,864
177,Gabie,Cragg,44662,217
3852,Serena,Banford,77415,378
4786,Adore,Melliard,61782,128
6,Doyle,Pickless,75577,314
2442,Noreen,Cleynaert,16002,795
3420,Henry,Leggett,22730,647
2276,Debi,Rubinsky,34184,115
1159,Pearce,Ponton,77544,77
2248,Marty,Collidge,22652,887
639,Rhianna,Bonsul,53158,23
3274,Carly,Beszant,47865,996
3110,Nikoletta,Peris,66140,484
2251,Charlotte,Baumler,93280,776
4740,Appolonia,Raithby,24077,573
2004,Charyl,Mellers,38362,135
4930,Eryn,Liddiatt,20203,425
805,Linell,Gremane,18241,38
3037,Chet,Braunlein,56089,662
1371,Willey,Demkowicz,35414,424
1158,Jessie,Cubbit,60780,212
2500,Zebedee,De la Zenne,10612,299
4969,Caty,Gillogley,85871,302
2475,Shayla,Sannes,88139,617
3760,Veronike,Doe,21434,199
4582,Bronny,Cranmere,13866,468
3753,Ernestus,Kalderon,30156,64
3941,Mozelle,Foale,22197,504
1753,Glendon,Corten,49579,423
1477,Penrod,Perren,94164,415
4031,Heriberto,Renn,62551,750
1076,Seamus,Smorthit,10864,375
4959,Federico,Gilliat,22798,712
4796,Steffen,Cartner,86536,731
1870,Costa,Dougliss,63234,39
4763,Rafaellle,Miguet,10435,304
4093,Desmund,Turfes,89504,120
4001,Orlando,Bennet,35291,443
3879,Mickie,Maccrie,92562,560
2120,Carlita,Avon,47501,571
4421,Afton,Scotney,99876,385
4799,Charissa,Toulmin,90773,793
3359,Bliss,Brightling,40463,408
698,Elsinore,Wogan,11499,471
1411,Violet,O' Cuolahan,22943,25
2756,Susann,Colliford,10165,325
3709,Janet,Dorie,29378,831
2548,Vergil,McPhail,47435,310
1419,Gloriana,Sillett,98317,590
1326,Kort,Bilborough,60848,723
2187,Cristabel,Froggatt,72599,497
1897,Boothe,O' Faherty,42027,661
4960,Kalinda,Addington,24744,401
1231,Ashlen,Mayhead,64486,563
2459,Suzann,Trymme,40333,997
3759,Gus,Asplen,96492,128
977,Colan,Gentric,77994,552
4641,Duffy,Andrat,62755,102
2917,Davina,Vallerine,51545,549
88,Gerianne,Curragh,75050,56
1448,Maxi,Dingle,35958,864
610,Carlene,Bottoner,85625,980
1872,Edythe,Duro,53786,681
2053,Lacie,Stag,46725,824
1234,Padgett,Garrettson,50096,635
1495,Towney,Wormstone,15771,914
3260,Carlota,Parysowna,52314,220
4956,Gonzales,Sancho,35538,879
1062,Marin,Ealles,89775,683
2022,Velma,Beggan,69879,37
2318,Grannie,Mattys,69116,499
3107,Shae,Torns,33320,818
2692,Jimmy,Whitrod,32893,926
980,Gale,Rattry,44718,529
1421,Silva,Tsarovic,39627,229
2803,Petronilla,Lindegard,91512,858
3222,Annice,Esterbrook,31905,200
1221,Bryn,Roast,80441,377
4353,Kelly,Kinchley,49914,649
4291,Winifield,Spyvye,59498,314
1317,Roth,Tremellan,94118,964
4136,Agnola,McCreagh,14975,83
4565,Morgan,McIlvoray,47995,425
550,Davida,Gansbuhler,49548,126
2853,Cissy,Dunton,52382,561
1823,Miquela,Peteri,44446,110
1972,Richard,Ingham,16605,943
4695,Mathias,Stoves,77169,850
73,Germaine,Grellier,79857,611
70,Jerome,De Miranda,64852,150
4709,Dell,Bexon,47939,106
4305,Misti,Seacroft,20106,23
3625,Chauncey,Swateridge,68547,911
2599,Rickard,Boshier,68755,812
1335,Jazmin,Yourell,46776,227
3379,Greggory,Laise,16395,78
4104,Michel,Danhel,71806,377
4109,Bram,McLane,15378,731
4949,Aurora,Marde,90555,592
4067,Ami,Stollard,32217,418
1399,Bennie,Hammor,45363,37
2925,Marsiella,McGarel,65528,174
931,Biddie,Rushbrooke,57028,879
254,Yvonne,Purveys,73635,270
1118,Gram,Butland,89631,909
175,Karna,Bygreaves,27624,825
162,Zacharias,O'Cuddie,93322,262
4133,Vergil,Seleway,11593,410
2044,Alie,Guilbert,85737,513
4590,Ruttger,Ciotto,68658,765
1323,Kellen,Berks,72804,96
673,Yves,Boulder,49722,926
3980,Nickola,Pavlasek,10981,404
1309,Thea,Myles,23904,606
4642,Jada,Drivers,66210,878
2009,Danica,Danihel,97754,989
3807,Josefa,Gladwin,37784,777
2960,Gordy,Selborne,78112,387
3647,Sampson,Madden,39336,682
2379,Sanford,Millwater,80989,596
1000,Kaja,Greensitt,33302,933
3640,Olympia,Mills,12743,145
2421,Olenolin,Southerns,17784,517
3419,Gerhardt,Della,48630,785
5,Jason,Potes,55912,183
2280,Lettie,Burchill,41875,313
4915,Ellynn,Peyto,73979,615
1990,Elvina,Stothert,92450,814
3406,Elliott,Drioli,60521,888
2984,Serge,Charkham,38524,243
3849,Lizabeth,Vowells,98657,178
4173,Ninnette,Whitehouse,48730,39
4689,Alexandrina,Cleevely,84413,118
2591,Ryun,St. Hill,43195,617
757,Howie,Olford,29397,549
4829,Isacco,Airds,55472,114
4407,Garold,Bathurst,60246,321
3185,Harriette,Readhead,39388,907
1743,Sigismundo,Louca,94557,701
3057,Justin,Daine,18921,905
957,Berny,Benson,91417,542
713,Moreen,Etches,47159,161
4185,Lurlene,Livett,39436,555
522,Albertina,Christon,41175,565
4890,Hewie,Wilkinson,83368,84
3571,Daniele,Boullin,39205,182
3394,Lammond,Drexel,95025,674
45,Brenden,Goghin,26992,796
3072,Alexio,Tute,15597,245
3358,Tripp,Tant,14658,567
3880,Herve,Bichard,61118,207
3215,Pamelina,MacLaughlin,45344,526
4406,Antin,Grewcock,54950,892
3543,Cassie,Flowers,20179,430
2330,Hildegarde,Showen,62406,960
2284,Micki,Reina,41482,659
1909,Zebulon,Alessandrini,98326,649
4355,Arty,Dobel,31981,625
443,Denni,Shildrick,72033,896
2541,Whitaker,Raitie,92795,865
2479,Mano,Cheel,19316,635
1171,Wat,Sinclar,59751,155
1090,Daffie,Kapelhoff,83938,56
4575,Verine,Ende,18729,389
1596,Job,Vevers,93668,615
2071,Morlee,Pelman,86983,639
1603,Rheta,Blouet,82508,44
358,Colleen,Griffey,22337,213
3397,Tiffanie,Kopta,66713,485
1191,Chere,Ashlin,13474,325
2763,Tulley,Dunsire,72454,436
3157,Rhea,Gerleit,19126,168
2224,Malinde,Kures,15558,607
4579,Dominick,Quincee,24689,683
2598,Frieda,Shuard,35970,706
4030,Ranice,Rego,66006,234
722,Vick,Portal,26034,241
4683,Olav,Horley,83871,739
4507,Smith,Vautier,52706,199
1129,Joseph,Gawthorpe,94597,947
103,Yettie,Lacer,46613,899
2157,Martina,Hodinton,10905,127
2680,Benni,Chotty,68869,133
1161,Mary,Wollrauch,51421,853
3586,Reamonn,Boissieux,87646,827
4191,Gino,Longworthy,31760,659
901,Hymie,Delong,78490,527
416,Maye,Clemits,65677,877
1364,Muffin,Glasman,67980,715
837,Alexio,Darwin,47583,690
3204,Annecorinne,Pover,96773,640
3290,Montgomery,Glassman,93197,517
3361,Larine,Borwick,94138,940
4461,Alika,Gidman,95571,327
941,Cobb,Syddie,10321,504
1406,Addison,Rogerot,48728,339
2904,Venus,O'Carran,37545,897
738,Laurianne,Droogan,55990,921
272,Dalila,Kharchinski,74840,990
2096,Guy,Scrivinor,60138,123
166,Sileas,Twede,10021,130
2546,Cara,Tilliard,79003,520
2013,Clayborne,Ower,65489,676
694,Piper,Rottgers,79228,433
578,Silvia,Bamlett,33725,687
2748,Maris,Matfield,20005,274
2447,Filbert,Hearne,95421,917
2594,Keen,Coppock.,96727,287
1278,Henka,Record,57022,555
1761,Lin,Meacher,65001,757
4677,Amii,Iacivelli,54648,14
2069,Lisle,Freak,32717,972
1009,Hobart,Schwier,19486,770
4322,Dacey,Pettisall,76749,153
725,Jacklin,Creevy,67543,853
1313,Heddi,Clemenzo,81329,212
3565,Thebault,Thurske,16585,503
1093,Christan,Malser,68332,512
4063,Gates,Viger,39893,819
1803,Bab,Fouch,99599,814
715,Petra,Brealey,53688,379
3278,Deanna,Witherdon,16529,107
1812,Grenville,Dell,60117,847
3503,Kellby,Burgin,78364,548
4394,Marga,Rego,57943,959
2948,Neel,Ainsley,79325,326
3088,Tobiah,Reaman,90570,496
4329,Vinnie,Garlant,70924,468
4898,Dulci,Stapleford,20659,486
1175,Leann,Spatoni,63255,387
3814,Minta,Bain,69025,418
157,Allissa,Vamplers,57989,57
1123,Jaimie,Mouat,89357,548
2454,Zenia,Maylor,33316,893
564,Fidel,Onion,50279,9
3890,Dexter,Kissack,81306,891
2844,Seumas,Kencott,47925,892
4544,Rodrick,Langrish,23502,658
4446,Kathye,Anders,61624,731
2998,Jackie,Bradnum,35042,708
729,Letizia,Walkden,35094,659
229,Charlena,Carloni,71972,678
3025,Gayelord,Dahl,54961,689
945,Wilfrid,Chene,82228,739
2291,Gennie,Sewall,62563,4
1517,Tobiah,Cashman,61175,816
143,Sanford,Sleford,29086,103
4593,Adoree,Ropkes,22851,196
2659,Norby,McLae,23188,438
555,Cahra,Ortells,16973,762
4614,Karine,Aindriu,66748,128
2095,Ingaborg,Avory,87731,840
4422,Celina,O'Leagham,67420,109
3186,Francyne,Le Bosse,99970,765
1160,Dianne,Micco,92895,677
4455,Nicol,Readings,13643,61
1378,Bria,Threadgall,13334,885
4453,Collete,Bonnefin,42868,493
1579,Reinwald,Dabrowski,86301,40
1606,Colby,Broadberry,59583,166
1279,Terence,Wynch,87256,10
4445,Chloe,Coats,40163,323
1641,Jeannie,Douglass,66289,439
3354,Alberto,Seiter,72749,639
1773,Nerta,Browse,31790,577
1933,Henrie,Beagin,91584,557
4497,Rowena,Chelam,80872,590
4179,Nani,Tyght,50653,29
455,Mayor,Kneale,34895,446
1550,Yasmeen,Westwater,98445,579
4242,Orlando,Setterthwait,19625,234
2008,Sly,Fold,93703,59
1445,Ailene,Illsley,90902,976
224,Gracie,Pratchett,23096,820
426,Corry,Cettell,21753,911
2032,Angelico,Gallager,22919,109
3668,Suellen,McGaw,17549,323
712,Ag,Yanyshev,67134,103
502,Evelyn,Birkhead,83280,827
2832,Thaddeus,Ganter,31163,929
3533,Giulietta,Angrock,77338,294
1133,Farra,Heazel,23762,314
3492,Gustavo,Pavy,23753,294
708,Kellsie,Telega,99892,344
3335,Joya,Udden,55533,545
3927,Vassily,Anshell,27530,322
2825,Jon,Showalter,21782,948
537,Danita,Edelheit,81256,453
2982,Rivkah,Domenget,26757,135
3059,Nehemiah,Schimann,92397,253
76,Forrester,Jenicek,29730,150
4393,Silvanus,Rigmond,71326,347
3371,Elfrieda,Chapleo,57843,930
2804,Brewer,Patient,98729,348
2185,Petr,Niblett,63248,23
2630,Stevana,Kuhn,68648,835
802,Raphael,Hapke,84247,944
3761,Bordie,Baguley,69192,356
714,Leland,Ingre,86781,619
3213,Angela,Zieme,60657,817
454,Fraze,Linggard,19168,599
2115,Fletcher,Phear,30578,486
3134,Bord,Madgett,58525,55
3264,Yettie,Gut,94893,783
2800,Tito,Kondratenko,42625,482
2113,Shanta,Grent,15553,776
617,Desdemona,Coppledike,74719,58
1116,Myrlene,Corsham,31692,260
4204,Sollie,Elwyn,99930,516
3738,Dinny,Royce,14587,947
849,Amye,Kneal,16915,983
3100,Letti,Hardeman,55779,869
4616,Marlyn,Gudeman,94224,987
1478,Dniren,Corbould,42632,98
169,Kaleb,Barrick,74523,730
1164,Eugenia,O' Dornan,40130,937
1115,Hamish,Moore,59476,681
1891,Merrily,Reyna,40892,533
3583,Gabi,Mahady,58029,225
479,Ganny,Stockdale,98095,877
4626,Thatch,Cormack,41105,366
1903,Kristen,Chadwell,97057,482
2085,Delmore,Trevethan,57368,918
3707,Bastian,Buswell,64634,335
1914,Fanni,Schade,57427,445
2556,Mignon,Forri,28504,772
711,Prudence,Sherrock,40460,142
367,Loren,Sparks,98096,132
598,Nickolaus,Asey,44577,128
2192,Lucais,McOnie,12836,538
2110,Abramo,Whaplington,21497,905
3003,Michelle,Bainbridge,36279,917
1297,Adena,Nason,22797,981
903,Maryanne,Uppett,15586,407
4525,Maryellen,MacNeilage,41057,109
1690,Adamo,Chmarny,17092,193
1480,Jennette,Dawidsohn,71996,949
3789,Pammy,Bursell,29564,614
1149,Daria,McCreery,60927,116
1717,Marcela,Thurber,39914,700
311,Josey,Handlin,53716,864
3695,Nickie,Long,51802,445
791,Olia,Revie,27855,517
3054,Jordan,Thurley,89376,718
292,Debbi,Caunter,82436,890
3481,Myriam,Burney,54197,406
4961,Wake,Lisett,45791,813
483,Taddeusz,Macallam,91360,368
1578,Salli,Strond,21488,983
1169,Ethelin,Maunder,68294,47
4778,Bay,Dumke,36523,604
247,Sheelagh,Tommis,34165,599
3482,Zorah,Allett,92314,944
3857,Evita,Alessandretti,35157,433
3962,Juieta,Meugens,33656,823
1986,Bartholomew,Carslake,15114,776
252,Nathalie,Mays,15743,197
4484,Margarete,Reddecliffe,13741,1000
232,Laurena,Ilbert,98773,919
4993,Lynnelle,Baggally,96528,503
2332,Shamus,Warmisham,23405,436
3607,Hansiain,Swindin,44399,97
554,Toby,Mattusov,68883,825
1671,Val,Durant,80835,195
4950,Amie,Hrinishin,48533,759
1324,Ethyl,Wayon,93873,572
4901,Cesya,McNirlin,13874,268
2799,Onfre,Plank,46483,688
3921,Tyson,Leefe,67050,997
3610,Nichole,Niezen,51199,922
2580,Tan,Bodycomb,51624,598
2734,Chancey,Cloke,29263,307
3756,Sande,Thackston,81344,981
3112,Berkly,Brandreth,27254,383
4832,Roseann,Cabotto,80057,376
3860,James,Bagger,55361,770
3795,Tamqrah,Rohmer,70389,369
1468,Sarena,Littlecote,93637,238
3270,Walker,Beceril,99116,955
206,Cally,Tye,48508,67
4239,Prinz,Eiler,16902,144
4916,Griz,Getley,44409,237
4933,Amandie,Malkin,17280,272
1067,Alistair,De Bell,71666,202
4443,Davis,Winton,45348,504
1016,Annmaria,Donkersley,84824,475
4526,Willie,McConway,84591,708
3529,Jone,Maitland,60509,353
120,Thea,Chazelle,27274,26
1130,Doris,Twelve,15131,720
4510,Claudine,Penrith,61467,560
2295,Jsandye,Varndell,97551,682
1322,Liam,Slogrove,62194,710
566,Franky,Mannagh,11126,625
726,Roderic,Perrygo,46795,30
2973,Maje,Emeney,47679,3
2266,Christel,Barstow,22598,877
3679,Tracie,Codeman,21814,387
1036,Torin,McBrady,94215,335
3790,Gannie,Edmeads,16152,358
924,Abran,Purdom,20327,663
2677,Heloise,Antoinet,89744,232
4872,Abdul,Grishenkov,35605,821
683,Ernesto,Beran,57596,354
1196,Christos,Messenbird,58862,458
3736,Riordan,Cleynman,89366,955
3951,Corine,Vinden,14188,696
2910,Aloise,Asp,14114,442
2742,Brian,Raison,10173,150
165,Torrie,Redan,42330,992
2277,Denny,O'Dunneen,20696,764
565,Bonni,Humpherson,79883,65
2512,Zed,Quillinane,69249,25
385,Tandy,Dummett,10646,657
1005,Ivie,Drissell,36635,575
4184,Nadean,Brounsell,31769,74
4119,Yank,Ducker,64801,408
3485,Starlin,Lovstrom,81923,22
4118,Dolly,Butterly,42371,735
3546,Barron,MacSween,62958,61
3824,Shelba,Cutten,60687,258
2264,Flint,Tibols,72215,27
766,Guilbert,Velden,38325,774
4712,Herschel,McCaskell,77790,628
620,Dwain,Deegin,90448,891
4458,Willa,Ghirardi,72985,10
3008,Harlie,Nalder,41715,753
1457,Elisha,Melding,18021,28
2576,Say,O'Doghesty,80540,403
1033,Collin,Coltman,60441,61
3845,Olly,Summerell,34585,10
17,Skyler,Durgan,14515,22
